#Description#
#Proportion of Distance, Proportion of similar Nodes, Right Recognized Rate, Wrong Recognized Rate#
#Description#
#Proportion of Distance, Proportion of similar Nodes, Right Recognized Rate, Wrong Recognized Rate#
0.05 0.5 49 0 
