3.65865,4.60405,3.67669,3.67977,3.60848,3.62131,4.60358,3.59866,3.62804,3.54538,3.59031,3.54865,0.883744,3.56739,3.4968,3.58572,0.881787,4.60281,3.54027,3.14227,3.49345,3.61548,3.50386,3.48251,4.603,0.87389,3.30289,4.60352,3.20715,4.59638,3.26191,4.5948,3.33376,3.2481,3.26445,3.29748,3.24765,3.31397,3.3309,3.34083,3.39225,0.86826,3.44634,3.50277,3.41003,3.41371,3.40407,4.59434,3.38352,3.43942,3.44842,3.42669,3.39707,4.60271,3.43567,3.35435,3.43159,3.46707,4.58995,3.42846,3.48229,3.38628,3.47716,3.43457,4.59047,3.40819,3.40103,3.40003,4.59547,3.38097,0.868361,3.39803,3.40519,3.33699,3.43151,3.33491,3.36844,3.47716,3.34407,3.4349,3.41446,3.33947,4.59453,4.60043,3.41246,3.39652,4.59299,3.42468,3.31909,3.3792,3.37259,3.35019,3.37209,3.40373,3.3545,0.872424,3.36143,4.58546,3.38223,0.879906,0.8801,3.34299,3.38858,4.5911,3.38758,4.60279,3.37688,3.43179,0.875613,3.34422,3.39874,3.41322,3.37159,3.39179,3.32717,3.3231,4.5915,3.40112,3.34175,3.39214,4.59451,4.59769,3.4081,3.33891,3.3786,0.879224,3.34719,4.58648,0.86044,3.34251,3.38088,3.37359,0.877858,4.59226,3.38397,0.873172,3.41482,3.40031,3.37104,3.3836,3.4004,3.39177,3.42263,3.42775,3.36377,3.37826,3.42347,0.862451,3.36501,0.867034,3.37635,0.86726,3.46774,3.44274,3.37678,3.48577,4.60351,3.42958,3.43432,3.40713,3.42259,3.478,0.865597,3.36681,3.43913,4.59584,0.87269,4.61669,3.44921,3.40354,3.48419,3.48282,0.875644,3.53615,3.49008,3.49841,3.52443,3.47863,3.43313,0.879431,3.50241,3.42448,3.50876,3.48777,3.51342,3.43431,3.45989,3.47761,3.47864,3.61012,3.57963,3.64952,0.874702,3.57167,3.64509,3.56245,0.898665,3.62827,3.51943,3.48458,3.60042,0.875018,3.62793,3.60786
3.6784,3.67469,0.871341,3.60528,3.55135,3.63507,3.54552,3.63707,4.60465,3.55658,3.59801,3.65608,0.8912,3.55458,3.61372,3.52381,3.48358,3.5597,3.54881,3.57265,4.61144,3.05083,4.60581,3.36297,3.35173,3.39602,0.865943,3.30126,0.86826,3.29226,3.31404,3.31146,0.871528,3.3052,3.23165,0.871056,3.33488,4.60501,3.44059,3.45341,3.46369,0.868531,3.4307,3.46442,3.45664,0.8801,4.59592,3.38518,0.886165,4.60251,0.873276,3.44796,0.867168,3.4306,4.58746,0.877862,0.87139,3.40773,3.42752,3.40037,0.873294,0.86941,3.43904,3.41082,3.38658,3.39703,3.37119,3.41046,0.880206,3.35187,3.43872,3.39524,3.42089,0.862308,3.37259,3.40846,3.40681,3.44519,4.59012,4.58642,3.41099,3.3613,3.34072,3.37422,3.4333,3.3411,3.34222,3.3515,3.34906,3.33464,4.60573,3.37235,4.59252,3.3355,3.39537,4.60231,4.5881,3.33072,3.40999,0.876119,3.35007,3.40994,3.3473,0.874006,3.32872,3.39124,3.35097,3.38861,0.887971,3.37752,3.39837,3.30707,3.30047,0.87558,3.32281,4.58774,0.869222,4.59343,3.3373,0.867159,3.33133,4.59076,3.40162,3.31475,4.59315,3.31288,3.36804,3.30913,3.3533,3.37319,3.37522,3.42098,3.3214,0.872405,3.40933,3.34945,3.38436,3.39409,3.43171,3.42469,4.6014,0.870881,3.37304,3.40977,0.884813,3.37779,0.886591,3.40203,3.38402,3.43346,3.36024,3.43194,0.877117,3.36686,0.87677,3.46636,0.859327,0.872968,3.46502,3.5171,3.38183,3.39194,3.40575,0.87759,4.5984,3.38501,3.44716,3.47868,3.42057,3.49952,4.60461,3.40375,3.4857,3.44883,0.878714,3.46884,3.47183,3.4734,3.49815,3.47107,3.47242,3.46784,0.869585,4.59977,3.4987,3.52778,3.50237,3.52098,3.54831,3.57582,3.67161,3.62414,3.56562,3.59643,3.59263,3.61638,0.878492,3.53106,0.874466,3.49801,0.87778,3.54593,0.883735,3.63716
3.65708,3.62604,3.54743,3.57327,3.65631,3.6466,3.64937,0.875144,3.68133,3.56794,3.58964,3.64207,3.61948,4.61125,3.5497,3.55871,4.60468,3.53415,3.54585,3.54552,3.5597,3.78836,3.47484,0.865141,3.46032,3.36381,3.32866,3.35675,3.31007,0.863893,3.28822,0.876576,0.879736,3.37746,3.3022,3.27464,3.25041,4.60326,3.50843,3.34324,3.42743,3.42658,3.47216,3.42469,0.880633,4.59608,3.40603,3.44965,3.49938,3.46778,4.59792,3.41471,3.4133,3.40052,3.40165,3.35235,0.860871,4.58695,0.883029,3.37722,3.43332,3.40538,3.40107,3.39812,3.43155,3.40362,3.39009,3.38358,3.40343,3.37212,3.31151,3.39984,3.32662,3.35697,3.40427,0.879501,3.32097,3.40507,3.40673,0.868784,0.880423,3.34419,3.39694,3.36082,0.872064,3.30746,3.33379,3.3917,3.36216,3.34237,3.33782,3.39803,3.35757,4.59963,0.873176,3.42273,3.32912,0.868875,4.59197,3.33948,3.39032,3.36273,0.879331,3.38915,3.34766,3.33555,3.30462,0.870682,3.34422,3.34047,0.86326,3.36474,3.32739,3.32769,3.31471,3.37235,4.59817,3.38175,3.32279,3.37393,0.874262,3.34258,4.5963,0.877566,3.32562,3.40855,3.36132,4.59143,4.59402,3.39269,3.32781,3.39109,3.26445,3.28871,3.38758,3.37662,4.59743,3.35597,3.38075,3.34032,3.37126,3.41651,3.43711,3.42768,3.41371,3.3745,3.45147,3.32138,3.38675,3.39177,0.878102,4.5881,3.36877,3.44502,3.39572,0.874648,3.36131,4.60118,3.43905,3.45948,3.4424,0.865439,3.39194,3.39193,3.46283,3.47405,0.872616,4.608,3.42087,0.870955,0.868128,3.43645,3.48315,3.43106,3.38544,3.49331,4.61686,3.50786,3.47962,4.6088,3.52683,3.53642,3.55219,3.52555,3.58682,3.48737,3.49889,3.45059,4.61403,3.57057,0.883825,3.57518,3.61367,3.57144,3.57304,3.52715,3.52243,3.59686,3.61748,3.54813,4.60952,4.6157,3.70243,3.63465
3.63764,3.62148,3.69961,3.59431,3.58718,3.60913,0.882603,3.61026,3.56257,3.57239,3.55457,3.53897,3.61448,0.86826,3.5652,3.62557,3.4729,3.49852,3.39341,3.55658,3.56157,0.865753,0.866777,3.51343,3.50935,3.43568,3.44072,3.36771,4.60776,3.36491,3.36097,3.33739,3.30057,3.3631,3.27354,0.869014,3.44604,0.877382,3.47368,3.41294,3.44124,3.43467,3.47115,3.46044,3.41833,4.60214,0.877487,0.878177,0.87874,3.38352,3.43359,3.45238,0.862464,3.39871,3.40262,0.873202,0.866924,3.46053,3.3792,0.870354,3.35145,3.37747,3.44046,0.863305,3.38242,3.38206,3.36862,3.38861,0.873877,3.43508,3.4123,0.870597,3.40692,3.30331,0.88171,3.36603,4.59549,0.863091,3.39025,0.858652,3.38515,3.2522,3.35625,0.872273,3.36881,3.2936,0.866236,4.6004,3.35697,3.33305,3.33871,3.33408,3.32172,0.873839,3.27073,3.34347,3.33848,3.3808,3.38169,3.33542,3.30908,4.59772,3.40243,3.35255,0.875658,3.36844,3.38618,0.883425,3.34433,3.35597,3.37212,3.36092,3.33108,0.869595,3.39694,3.33208,3.33069,4.59181,3.29585,0.869746,3.37435,3.41439,3.35497,3.37284,4.59001,4.59877,0.873333,0.861733,3.41465,3.37814,0.879321,3.34051,4.59792,3.32134,3.40103,3.36821,0.866806,0.871384,3.41839,3.31715,3.41969,3.37191,4.58959,3.33646,3.4203,3.3724,3.38621,3.34734,3.41493,4.59568,3.45841,4.60533,3.4232,3.38076,3.40084,0.866976,3.41426,3.39247,3.38593,3.38791,3.46368,3.41763,4.60105,3.41021,3.37438,0.876963,3.39041,3.4562,4.6073,3.46642,3.35031,3.43282,3.46931,0.877319,0.877212,0.870236,0.866384,3.49915,0.878352,3.41285,3.58165,3.45265,4.60338,3.49023,3.49875,3.43768,0.872436,3.4819,3.58838,3.55043,3.52428,3.67651,3.61605,3.52305,0.87526,3.64273,3.59243,0.87326,3.55494,4.61459,3.58749,3.64326,4.61546,3.54106
3.55465,0.886108,3.61266,0.884183,3.58864,0.878481,3.64882,3.65058,3.59303,4.60442,3.4783,3.5883,3.5358,3.59195,3.55862,3.51643,3.54953,3.54595,3.54071,3.41482,3.55158,3.48689,3.4348,3.48251,0.867506,3.49631,3.40768,3.44623,0.869238,3.47484,0.874242,4.60346,3.45503,0.8744,4.59622,3.34214,3.32387,3.40305,0.869951,3.46961,3.4389,4.59091,3.45075,3.40981,0.874164,3.49126,3.42683,3.40875,0.880679,3.49273,3.41863,3.43401,4.59954,3.44036,4.60387,0.875321,0.874774,3.38686,3.45089,3.36182,0.874009,4.60447,0.884006,3.42768,4.59786,3.43203,3.36473,4.59637,3.40543,3.35597,3.421,4.59449,4.5858,3.33239,4.60001,0.879368,4.59219,3.39828,3.42006,3.40071,4.60131,0.877643,3.35497,3.37027,3.36909,3.33417,3.36977,3.37067,0.886411,3.35497,3.39516,3.3396,3.35397,0.883256,3.35155,3.34593,3.34942,3.37284,3.33981,3.34797,3.32497,3.35364,3.33047,3.39427,3.33397,3.36473,3.35964,0.868605,0.872272,3.42294,3.37537,0.88386,3.36581,0.866417,3.39358,3.34147,3.39158,4.5945,4.58587,3.33746,3.35056,3.35597,4.59231,0.857324,3.34497,0.864148,4.59165,3.35225,3.40395,3.35325,3.45424,3.36638,3.28706,3.32238,0.86126,4.60634,3.39747,3.4409,0.876979,3.33946,3.39507,3.41851,3.3826,3.37662,3.43379,3.38216,3.40685,3.40504,3.45899,3.37098,0.867078,3.40063,3.43094,3.44488,3.41285,3.40305,3.48586,3.47914,3.40653,0.881486,3.45689,3.42495,3.41668,3.41696,4.61321,0.875918,0.86826,3.44965,3.44466,3.5157,3.5089,4.60608,3.49852,3.44772,3.49568,3.50402,3.49655,3.44966,3.48578,3.38537,0.872136,3.50208,4.60793,0.874883,3.51943,3.49889,3.45515,4.5988,4.6067,3.53373,3.55894,3.55131,3.51115,4.60793,3.51184,0.874555,3.51352,3.57247,3.57446,3.50605,4.62112,3.67898,3.57057,0.877902
0.87626,3.55594,0.871476,3.59961,3.56643,3.57399,3.63464,0.879332,3.54797,3.59603,3.47242,3.59505,0.883113,3.54038,3.53797,3.53196,3.52798,3.51262,3.52636,0.875273,3.42963,0.876819,3.43474,3.48303,3.53827,3.4084,3.45842,4.59396,3.44472,3.46568,3.45948,3.39926,3.48019,3.39125,4.59338,3.40496,3.39615,0.88023,3.36301,3.48655,4.59342,4.60532,3.44408,3.46368,3.48278,3.4418,3.40873,3.44428,0.880507,0.873241,3.45515,3.39674,3.36544,0.87979,3.44805,3.4074,0.875949,3.33672,3.38927,3.37988,3.35497,3.32128,4.58545,3.3386,0.873679,3.35817,3.38042,3.34506,3.34693,4.59241,3.36552,0.87812,3.35973,3.37324,3.34415,0.870328,3.34606,0.877544,0.872168,3.39624,3.37775,3.35076,3.37937,3.37533,3.41574,3.40737,0.872318,3.36877,3.30173,3.39524,0.885398,0.875775,3.33481,3.29548,4.59637,3.31069,3.35268,3.34866,3.40181,3.31435,0.869947,3.38597,3.32415,3.36364,0.872199,3.32651,0.865336,3.35297,3.29984,4.59884,3.29168,0.872169,0.872102,3.40505,0.871677,4.58813,4.58819,0.865479,3.4094,3.38479,3.37688,3.33699,3.35947,0.878711,3.33472,3.34693,3.32381,0.873736,3.32701,3.38686,3.38543,4.59413,0.86736,3.36043,4.59498,3.29051,3.3261,3.33519,0.868747,0.873837,0.877955,3.38878,3.32287,3.36163,3.43567,3.38877,3.42264,3.41739,3.39361,3.36079,3.38716,3.4317,3.37726,3.32784,3.41935,3.37724,3.43724,3.33839,3.42868,3.36197,3.43219,3.42063,0.883301,4.59696,3.39247,3.39441,3.36839,3.36497,0.886183,3.43315,3.48403,3.42059,3.51643,4.60772,0.871417,4.6081,3.43282,0.885322,4.60262,3.44804,3.52919,3.50877,3.46831,3.44271,4.59809,4.61392,3.56022,3.59543,0.878419,3.50115,3.51543,4.60616,3.54337,3.53781,3.57218,3.50441,3.60446,3.66758,3.60043,3.58565,0.87626,3.64864,3.63179,3.54436
3.55563,3.65191,3.68859,0.868469,3.56016,3.57277,3.60512,3.54271,0.871579,3.55257,3.5642,3.63392,3.58265,3.49175,3.5519,3.58564,3.54152,3.5737,4.59369,3.5757,3.59652,3.45889,3.45658,3.52977,3.48362,0.875361,3.44049,3.46254,0.87858,3.40207,3.39843,3.39402,3.48502,3.34782,4.61467,4.60624,0.871888,3.41419,3.41655,3.44721,3.41155,3.45462,3.41373,3.43817,3.43333,3.37065,3.41963,3.41419,3.36197,3.46764,3.39609,3.40071,3.36431,0.885567,0.880134,4.58796,0.870447,3.41619,3.35164,3.37988,3.423,0.875467,3.39281,3.40871,3.35468,3.39628,0.871042,3.35925,3.33146,4.59493,0.887782,3.3361,0.864541,3.33197,4.59749,3.36113,3.34974,3.37518,0.872084,3.33288,3.32072,0.871931,3.29638,3.34833,3.36356,3.3301,3.40585,0.875732,3.29101,3.31335,3.33255,3.36247,3.3731,3.36741,3.35492,4.59381,0.86326,3.37558,3.29504,3.31872,3.29757,3.31792,3.29061,4.58577,3.31692,3.36464,3.31142,3.37458,3.36623,3.34298,3.37658,3.35372,3.38167,3.30986,3.31928,3.2763,3.34493,3.36052,3.36364,3.29657,3.31783,3.36147,4.58938,0.871665,3.31185,3.36316,3.37756,3.31967,3.35697,3.36038,3.36692,3.38188,0.868451,0.887954,3.40243,3.35435,4.58469,3.38518,3.32284,3.3759,3.36973,3.38083,0.86526,3.36865,3.43936,3.32138,3.34607,3.44865,3.40031,3.35897,3.38265,3.4338,0.883174,0.861579,3.38381,3.28277,3.43182,3.42523,4.59821,3.36917,3.42886,3.35366,3.42581,3.3821,0.876757,3.35258,3.49338,3.41675,3.45999,3.4572,3.43422,3.50731,3.41375,3.50298,3.51073,3.40952,3.48215,3.53761,3.44866,3.44113,3.43668,3.45493,3.4769,3.57317,3.47442,3.60171,3.51333,4.6217,3.44921,3.48437,3.45759,0.890891,4.61682,3.54109,3.50541,4.61184,3.61228,4.59792,4.62575,3.56358,0.87926,3.64326,3.56436,3.6703
3.60801,4.60599,3.59696,3.56344,3.49861,4.61103,3.60187,3.53971,4.60476,4.59468,3.54406,3.53396,3.4759,3.56491,0.871898,3.49501,3.57538,3.59143,3.52692,3.52554,0.887906,4.58369,3.46439,0.882241,3.41835,3.47749,3.47006,4.58945,3.45774,4.60121,3.46997,0.863878,3.48258,3.40795,3.39843,3.38042,0.879427,0.87256,0.881236,3.42589,3.37864,0.871058,4.59207,0.867653,3.47161,0.884631,0.874094,0.87758,3.37709,3.40738,3.39728,3.33942,3.38336,0.870673,3.37512,3.4027,3.37027,4.59095,3.37758,0.874276,3.40203,0.877374,3.39624,3.40508,3.3304,3.31097,3.35315,0.871989,4.61454,3.36883,3.35721,3.33614,3.39081,3.36664,0.874581,3.39711,4.59742,3.37409,3.3693,3.34296,3.33163,0.884561,3.3232,3.35705,3.32812,3.29702,0.865569,0.880994,3.29382,0.865816,3.33014,0.877349,3.34421,0.866535,0.870807,4.5923,3.34546,3.32976,3.30824,3.32237,3.34666,4.58798,3.3784,3.28022,3.31403,0.877826,3.39187,0.86727,3.34942,3.27027,4.58546,3.35597,3.32529,3.31539,3.33497,3.27822,0.872654,3.32497,3.31335,3.31493,0.878895,3.33539,3.33672,0.866057,3.31544,0.864067,3.3156,3.33595,3.36716,3.36827,3.34271,3.30321,3.34929,3.34819,3.36664,3.30447,3.2956,0.86226,3.32089,3.41563,3.37759,3.38699,3.35445,3.389,0.873796,3.35768,3.40755,0.88063,3.39325,3.35435,3.35107,4.60264,3.36097,4.59553,3.34716,4.61035,3.41571,3.40732,3.33903,0.869519,3.44874,3.46839,3.3755,3.42838,0.871156,0.86926,0.865318,3.44774,4.59663,3.42626,3.49995,3.44472,3.39306,3.45677,0.86826,3.45023,0.861972,4.61447,3.46633,3.44216,0.886998,3.3851,3.50308,3.46105,0.87126,3.45565,0.878949,4.61916,3.52067,3.51052,3.49497,3.57083,0.886631,3.4819,3.51115,3.5147,3.58234,3.62731,4.61808,3.51943,0.868212,0.87626,0.87291,3.56044
3.62443,4.59187,0.87797,0.888084,3.57732,3.52794,3.62993,3.62907,3.54271,3.53396,4.61166,3.50473,3.53696,3.51636,3.46828,3.49716,3.46064,3.46884,3.56521,3.56321,3.56591,3.47705,3.478,3.4839,0.875544,3.50515,0.867111,3.44905,0.888702,0.880415,3.40207,3.41671,3.45219,3.44142,4.58762,3.42398,4.60459,3.44619,0.8672,3.44008,0.872877,3.41622,3.41513,3.39775,3.44824,4.59576,3.37481,4.597,3.35955,0.879967,3.41922,3.44883,3.35572,3.35797,3.41071,4.60172,3.41546,4.58587,0.891023,3.41791,3.34431,3.36247,0.87209,0.869767,3.3495,3.34619,3.3683,3.38275,3.38025,0.875594,3.30572,3.34678,3.35629,3.32637,0.879678,0.867488,3.32349,4.59093,3.33981,4.58578,3.30852,3.34431,3.29957,3.392,3.3926,0.868299,0.873052,3.27101,0.874941,3.31872,3.34215,3.32946,3.32276,3.36009,3.33363,3.38746,3.28843,3.36331,0.885383,3.38466,3.37535,3.35606,0.869038,3.35797,3.28942,3.29626,3.33537,0.867909,0.882177,4.59462,3.29613,3.34774,4.59631,0.882591,3.35464,3.32357,3.3498,3.37124,3.26135,3.32904,3.36945,3.35697,4.59386,3.40163,0.868376,3.35197,3.31792,3.31585,3.37281,0.880635,0.881221,3.34993,3.32767,3.35697,3.33076,3.39882,3.36192,3.36097,0.878773,3.3461,3.37512,3.29872,3.37244,4.59369,4.57548,3.33719,3.44542,3.41208,3.33919,3.35037,3.40503,3.3593,0.878928,3.44142,3.33755,0.875737,0.866265,4.59953,0.86626,3.34152,0.895488,3.42071,3.47926,4.597,4.60072,3.39194,0.878223,0.87026,3.42229,3.40776,3.39638,3.52804,0.867655,3.44378,3.41771,4.59892,0.87594,3.35791,0.879908,3.43832,3.52403,3.49057,3.47131,3.5667,3.41403,4.62013,3.45424,3.48041,3.48305,0.879009,0.870479,4.61759,4.60257,3.50849,3.60181,3.62707,3.58134,3.56107,3.6097,0.874172,4.60936,3.46689,3.55352,0.885013
3.59301,3.60884,3.54743,3.63351,4.6085,3.50202,0.885701,3.53971,3.47461,3.54998,0.87126,3.54538,3.53123,3.4854,3.55439,4.59552,3.51478,3.47805,3.50605,3.49489,3.51904,4.60957,3.43694,3.54661,4.59465,3.48662,3.5299,3.49784,3.49541,3.44821,3.48829,3.43917,3.3734,3.42514,3.34807,0.880472,3.43268,4.59211,3.35166,3.43165,3.42281,3.39341,3.4253,3.4104,3.35997,3.38842,4.6049,3.42694,3.46921,3.34281,0.871076,0.872552,3.41263,3.40326,3.37756,4.59632,3.3781,3.36456,3.3356,3.37045,3.39826,4.59758,3.39526,3.40563,3.32129,3.35068,3.35376,3.32297,3.35058,3.33881,0.867899,3.3773,0.861733,0.87558,4.59776,3.31197,0.868602,3.3089,0.887527,3.31484,3.36956,3.37045,3.33297,3.36501,3.34755,3.24758,3.32843,3.36729,3.3501,3.2982,3.29926,3.33325,0.870544,3.27781,3.30751,3.30006,3.35697,3.30106,3.34846,0.877754,3.32614,3.33583,3.28511,3.32943,3.32284,3.35897,3.32979,3.35029,4.5747,3.31251,3.32049,3.31542,3.32397,0.873867,0.881394,0.868038,3.2861,4.58786,3.29586,3.31844,3.32567,4.60106,3.41146,3.35897,3.33327,3.37364,3.36277,3.33112,0.87387,0.886511,3.29468,3.28335,3.34117,3.35797,3.31529,0.87959,4.5951,3.38859,0.884127,3.35997,3.39952,3.32634,3.37936,3.35215,3.36157,3.33719,3.31993,0.86926,4.60695,3.38347,3.39869,3.33139,0.878704,3.42165,3.42374,3.38483,3.41571,3.35856,3.33615,3.37673,0.889872,3.42922,3.3349,3.38415,3.41782,3.43168,3.44959,3.39925,3.44241,3.41153,3.41177,3.36597,3.44736,3.4273,3.48508,3.40121,4.61469,0.877486,4.61031,3.45121,0.876597,3.47483,3.50081,3.55958,3.49421,3.57454,3.49408,3.55006,3.50212,3.53426,0.88348,3.44893,3.61284,3.4804,4.61762,3.49108,3.54251,3.52443,3.57146,0.875363,3.61212,3.59049,3.56058,3.62206
