#Description#
#FrameIndex, x, y, z, Features, Sammed Features, End Contrast, End Energie#
21 0 0 0 0 0 10 0 
23 0 0 0 0 0 10 0 
23 0 0 0 0 0 10 0 
25 0 0 0 0 0 10 0 
25 0 0 0 0 0 10 0 
27 0 0 0 0 0 10 0 
27 0 0 0 0 0 10 0 
29 0 0 0 0 0 10 0 
29 0 0 0 0 0 10 0 
31 0 0 0 0 0 10 0 
31 0 0 0 0 0 10 0 
33 0 0 0 0 0 10 0 
34 0 0 0 7 6 10 0 
35 0 0 0 10 9 10 0 
36 0 0 0 8 7 10 0 
37 0 0 0 8 8 10 0 
38 0 0 0 8 8 10 0 
39 0 0 0 9 9 10 0 
40 -0.149109 0.423355 2.00494 9 9 10 0 
41 -0.149109 0.423355 2.00494 9 9 10 0 
42 -0.149109 0.423355 2.00494 10 10 10 0 
43 -0.149109 0.423355 2.00494 11 11 10 0 
44 -0.149109 0.423355 2.00494 11 11 10 0 
45 -0.149109 0.423355 2.00494 11 11 10 0 
46 -0.165333 0.365221 2.00664 10 10 10 0 
47 -0.165333 0.365221 2.00664 10 10 10 0 
48 -0.165333 0.365221 2.00664 10 10 10 0 
49 -0.165333 0.365221 2.00664 10 10 10 0 
50 -0.165333 0.365221 2.00664 10 10 10 0 
51 -0.165333 0.365221 2.00664 10 10 10 0 
52 -0.143934 0.0697902 2.01037 10 10 10 0 
53 -0.198211 -0.00887573 2.00363 10 10 10 0 
54 -0.19747 -0.0204319 2.00466 11 11 10 0 
55 -0.192972 -0.0381053 2.00584 11 11 10 0 
56 -0.191962 -0.0451604 2.00698 10 10 10 0 
57 -0.194464 -0.0508447 2.00788 9 9 10 0 
58 -0.188028 -0.0530926 2.0055 11 11 10 0 
59 -0.196183 -0.047863 2.00469 11 11 10 0 
60 -0.217323 -0.0401813 2.00529 11 11 10 0 
61 -0.222538 -0.0291409 2.00543 10 10 10 0 
62 -0.20232 -0.0477127 2.00442 10 10 10 0 
63 -0.194353 -0.0393817 2.00549 10 10 10 0 
64 -0.190345 -0.043624 2.00417 10 10 10 0 
65 -0.182643 -0.0531091 2.0038 11 11 10 0 
66 -0.184871 -0.0536083 2.00133 10 10 10 0 
67 -0.198133 -0.0642052 1.99944 10 10 10 0 
68 -0.216767 -0.07691 2.00272 11 11 10 0 
69 -0.222654 -0.100952 2.00499 10 10 10 0 
70 -0.222654 -0.100952 2.00499 10 10 10 0 
71 -0.222654 -0.100952 2.00499 11 11 10 0 
72 -0.222654 -0.100952 2.00499 10 10 10 0 
73 -0.222654 -0.100952 2.00499 11 11 10 0 
74 -0.222654 -0.100952 2.00499 9 9 10 0 
75 -0.187326 -0.371631 1.9991 10 10 10 0 
76 -0.195637 -0.399831 2.00243 10 10 10 399693 
77 -0.200028 -0.418751 2.00102 10 9 10 399693 
78 -0.208746 -0.425065 2.00095 10 10 10 399693 
79 -0.195242 -0.428144 2.0032 10 9 10 399693 
80 -0.203451 -0.424493 2.00573 11 10 10 399693 
81 -0.203051 -0.422825 2.00603 11 10 10 399693 
82 -0.206946 -0.418312 2.00983 11 10 10 399693 
83 -0.215465 -0.417749 2.00784 10 10 10 399693 
84 -0.219526 -0.415031 2.00517 12 11 10 399693 
85 -0.21634 -0.416335 2.00406 11 10 10 399693 
86 -0.223794 -0.410001 2.00284 11 10 10 399693 
87 -0.214595 -0.409534 2.00421 11 10 10 399693 
88 -0.201776 -0.413713 2.00703 11 10 10 399693 
89 -0.201777 -0.423585 2.01384 10 9 10 389778 
90 -0.215848 -0.42116 2.01589 10 9 10 389778 
91 -0.212284 -0.414762 2.01947 11 10 10 389778 
92 -0.224016 -0.415078 2.0143 11 10 10 389778 
93 -0.229487 -0.415204 2.0127 11 10 10 389778 
94 -0.234337 -0.407846 2.01308 9 8 10 389778 
95 -0.23275 -0.421389 2.01715 11 10 10 389778 
96 -0.23275 -0.421389 2.01715 11 10 10 389778 
97 -0.226093 -0.426525 2.02199 9 8 10 389778 
98 -0.21903 -0.438127 2.0218 11 10 10 389778 
99 -0.21903 -0.438127 2.0218 11 10 10 389778 
100 -0.21903 -0.438127 2.0218 11 10 10 389778 
101 -0.21903 -0.438127 2.0218 11 10 10 389778 
102 -0.212133 -0.434888 2.0124 10 9 10 389778 
103 -0.215973 -0.428711 2.01518 9 8 10 389778 
104 -0.209405 -0.417045 2.0145 11 10 10 389778 
105 -0.20177 -0.403528 2.01647 10 9 10 389778 
106 -0.20177 -0.403528 2.01647 11 10 10 389778 
107 -0.193386 -0.372634 2.01709 11 10 10 389778 
108 -0.195338 -0.351685 2.0253 11 10 10 389778 
109 -0.207033 -0.311336 2.01872 12 11 10 389778 
110 -0.213212 -0.278247 2.02224 11 10 10 389778 
111 -0.213212 -0.278247 2.02224 9 9 10 389778 
112 -0.213212 -0.278247 2.02224 10 10 10 389778 
113 -0.213212 -0.278247 2.02224 10 10 10 389778 
114 -0.213212 -0.278247 2.02224 10 10 10 389778 
115 -0.213212 -0.278247 2.02224 10 10 10 389778 
116 -0.224877 -0.209718 2.02904 10 10 10 389778 
117 -0.224877 -0.209718 2.02904 10 10 10 389778 
118 -0.224877 -0.209718 2.02904 11 11 10 389778 
119 -0.224877 -0.209718 2.02904 10 10 10 389778 
120 -0.224877 -0.209718 2.02904 11 11 10 389778 
121 -0.224877 -0.209718 2.02904 10 10 10 389778 
122 -0.156016 -0.0740056 2.02643 11 11 10 389778 
123 -0.156016 -0.0740056 2.02643 10 10 10 389778 
124 -0.156016 -0.0740056 2.02643 10 10 10 389778 
125 -0.156016 -0.0740056 2.02643 12 12 10 389778 
126 -0.156016 -0.0740056 2.02643 10 10 10 389778 
127 -0.156016 -0.0740056 2.02643 10 10 10 389778 
128 -0.107419 -0.08296 2.01418 10 10 10 389778 
129 0.116027 -0.110973 2.04484 10 10 10 389778 
130 0.109209 -0.0982412 2.03746 11 11 10 389778 
131 0.0995227 -0.108138 2.03926 11 11 10 389778 
132 0.0965746 -0.103027 2.03306 10 10 10 389778 
133 0.133666 -0.10136 2.03782 10 10 10 389778 
134 0.175819 -0.0988409 2.03575 11 11 10 389778 
135 0.208194 -0.0917343 2.03091 10 10 10 389778 
136 0.241626 -0.0851448 2.03574 10 10 11.5 444158 
137 0.254341 -0.0840498 2.04096 10 10 11.5 444158 
138 0.263833 -0.0903625 2.04095 10 10 11.5 444158 
139 0.25281 -0.0930955 2.04637 9 9 11.5 444158 
140 0.249966 -0.0924145 2.04832 11 11 11.5 444158 
141 0.2396 -0.0892343 2.05156 10 10 11.5 444158 
142 0.236711 -0.0954421 2.04835 10 10 11.5 444158 
