


























0 0 0 6 7 5 0.217502 0.114095 4.42952 
0 0 0 6 9 3 0.0534023 0.146523 2.56043 
0 0 0 6 9 3 0.350266 0.0139627 2.95811 
0 0 0 6 11 3 0.27603 0.0317222 2.90483 
0 0 0 6 9 3 0.239621 0.00901115 2.97297 
-0.0589902 0.412114 1.99487 6 10 2 3.40282e+037 3.40282e+037 0 
-0.0589902 0.412114 1.99487 7 10 3 0.0514046 0.00014617 2.99956 
-0.0589902 0.412114 1.99487 7 11 5 0.293682 0.00685418 4.96573 
-0.0589902 0.412114 1.99487 7 11 3 0.088804 0 3 
-0.0589902 0.412114 1.99487 7 10 3 0.108346 0 3 
-0.0589902 0.412114 1.99487 7 9 0 3.40282e+037 3.40282e+037 0 
-0.0655745 0.226484 1.99395 7 11 0 3.40282e+037 3.40282e+037 0 
-0.0655745 0.226484 1.99395 11 14 7 0.223033 0.0277722 6.80559 
-0.0655745 0.226484 1.99395 11 13 7 0.265707 0.0226008 6.84179 
-0.0655745 0.226484 1.99395 11 10 9 0.315997 0.0411656 8.62951 
-0.0655745 0.226484 1.99395 11 12 8 0.332043 0.102514 7.17989 
-0.0655745 0.226484 1.99395 11 14 6 0.2766 0.0156895 5.90586 
-0.0421628 0.0830673 2.00169 11 12 7 0.345403 0.159204 6.71901 
-0.0421628 0.0830673 2.00169 10 10 8 0.305828 0.0279476 7.77642 
-0.0421628 0.0830673 2.00169 10 11 7 0.290741 0.0460393 6.67773 
-0.0421628 0.0830673 2.00169 10 10 8 0.306327 0.0629858 7.49611 
-0.0421628 0.0830673 2.00169 10 14 7 0.314782 0.0542401 6.62032 
-0.0421628 0.0830673 2.00169 10 12 7 0.334955 0.090961 6.36327 
-0.0530841 0.0552344 1.99197 10 10 6 0.351458 0.112251 5.3265 
-0.0530841 0.0552344 1.99197 10 10 10 0.285455 0.00332676 9.96673 
-0.0530841 0.0552344 1.99197 10 11 10 0.28787 0.0226117 9.77388 
-0.0530841 0.0552344 1.99197 10 10 10 0.288241 0.00280927 9.97191 
-0.0530841 0.0552344 1.99197 10 13 8 0.289805 0.0318937 7.74485 
-0.0530841 0.0552344 1.99197 10 9 9 0.289342 0.00319905 8.97121 
-0.0596913 -0.0702463 1.98492 10 9 9 0.292788 0.0141688 8.87248 
-0.0570049 -0.067922 1.98151 10 10 10 0.00985536 3.5882e-006 9.99996 
-0.0408662 -0.0624886 1.97789 10 11 7 0.0055712 1.40837e-005 6.9999 
-0.0504285 -0.0581679 1.97755 11 10 7 0.00428459 3.80448e-005 6.99973 
-0.028778 -0.0575026 1.97693 10 10 10 0.00756086 3.3617e-006 9.99997 
-0.0247722 -0.0516683 1.97439 10 11 7 0.00504066 4.47035e-006 6.99997 
-0.0169264 -0.0532971 1.97654 11 11 9 0.0033373 4.66373e-005 9.00042 
-0.0234345 -0.0577004 1.97369 11 12 7 0.0018828 1.82986e-005 6.99987 
-0.0318866 -0.0541388 1.96155 12 9 7 0.00570144 2.57322e-005 6.99982 
-0.038304 -0.0533561 1.93948 9 12 7 0.00745975 1.14696e-005 6.99992 
-0.0359185 -0.0567714 1.9237 12 11 8 0.00983478 6.62357e-006 7.99995 
-0.0404942 -0.0543083 1.91174 11 11 11 0.00714001 6.82202e-005 10.9993 
-0.0457513 -0.0549194 1.90707 11 10 10 0.00459069 0.0272295 9.72771 
-0.0365829 -0.0501798 1.90073 10 10 10 0.00245536 1.19209e-007 10 
-0.0352057 -0.0621199 1.88994 10 12 8 0.00493713 2.85357e-006 7.99998 
-0.0282839 -0.0625797 1.86731 12 9 7 0.00658183 8.27653e-006 6.99994 
-0.0294771 -0.0651866 1.86609 9 12 7 0.0036399 9.36644e-008 7 
-0.0294771 -0.0651866 1.86609 12 12 0 3.40282e+037 3.40282e+037 0 
-0.0294512 -0.0714269 1.84642 12 10 8 0.0075144 3.2112e-006 7.99997 
-0.026562 -0.0763652 1.8331 10 12 8 0.00525354 5.22286e-006 7.99996 
-0.026562 -0.0763652 1.8331 12 12 0 3.40282e+037 3.40282e+037 0 
-0.0246095 -0.0793661 1.82103 12 10 8 0.00791097 1.48267e-006 7.99999 
-0.0227323 -0.0780791 1.81116 10 12 8 0.00226465 1.93715e-007 8 
-0.0171542 -0.0767643 1.80175 12 12 10 0.00643122 0.0416001 9.584 
-0.0141816 -0.0757599 1.79239 12 12 9 0.00645373 0.0064371 8.94207 
-0.0143538 -0.0747091 1.78188 12 10 8 0.00300356 3.05474e-007 8 
-0.00691816 -0.0745147 1.77653 10 10 10 0.0063026 5.30481e-007 10 
-0.0114356 -0.0720422 1.78238 10 10 10 0.00517942 6.3777e-007 9.99999 
-0.0311803 -0.0735345 1.76152 10 12 8 0.00637984 8.70228e-006 7.99993 
-0.0311803 -0.0735345 1.76152 12 11 0 3.40282e+037 3.40282e+037 0 
-0.0318499 -0.0792978 1.75237 12 9 7 0.00851471 1.04649e-005 6.99993 
-0.0318499 -0.0792978 1.75237 9 11 7 0.28433 7.84312e-005 6.99945 
-0.0318499 -0.0792978 1.75237 9 11 7 0.286276 0.0001051 6.99926 
-0.0318499 -0.0792978 1.75237 9 9 9 0.291179 2.03914e-005 8.99982 
-0.0321016 -0.0775206 1.72392 9 10 9 0.00471908 4.68228e-006 8.99996 
-0.0415947 -0.0701491 1.69758 10 9 9 0.00425 1.3815e-005 8.99988 
-0.0417447 -0.0696729 1.68855 9 10 9 0.00384024 7.24528e-006 8.99994 
-0.0449103 -0.0731324 1.68278 10 11 9 0.00468068 1.52323e-006 8.99999 
-0.0449103 -0.0731324 1.68278 11 12 0 3.40282e+037 3.40282e+037 0 
-0.056703 -0.0744001 1.68549 11 9 9 0.0064086 0.0321698 8.71047 
-0.0498208 -0.0777535 1.67913 9 10 9 0.00520969 7.08633e-006 8.99994 
-0.042862 -0.0781322 1.69449 10 12 8 0.00623159 1.2666e-007 8 
-0.0344423 -0.0804118 1.67313 12 14 8 0.00302136 1.40816e-006 7.99999 
-0.0344423 -0.0804118 1.67313 14 14 0 3.40282e+037 3.40282e+037 0 
