#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features, Correspondenz Pairs, Association Variance, Summed Maximal Value, Fixed Nodes, Rotation Angle#
24 0 0 0 0 0 0.02 -1 0 0 
25 0 0 0 0 0 0.02 -1 0 0 
25 0 0 0 0 0 0.02 -1 0 0 
27 0 0 0 0 0 0.02 -1 0 0 
27 0 0 0 0 0 0.02 -1 0 0 
28 0 0 0 0 0 0.02 -1 0 0 
29 0 0 0 0 0 0.02 -1 0 0 
30 0 0 0 0 0 0.02 -1 0 0 
31 0 0 0 0 0 0.02 -1 0 0 
32 0 0 0 0 0 0.02 -1 0 0 
33 0 0 0 0 0 0.02 -1 0 0 
35 0 0 0 0 0 0.02 -1 0 0 
35 0 0 0 0 0 0.02 -1 0 0 
37 107 162 7 7 0 0.02 -1 0 0 
38 113 155 7 7 5 0.02 4.85698 0 7.70534 
39 114 143 8 8 5 0.02 4.97942 0 201.538 
40 114 128 8 8 0 0.02 0 0 0 
41 113 118 8 8 2 0.02 0 0 1.91365 
42 111 112 8 8 0 0.02 0 0 0 
43 106 110 8 8 0 0.02 0 0 0 
44 99 108 9 9 0 0.02 0 0 0 
45 91 109 8 8 0 0.02 0 0 0 
46 90 108 8 8 3 0.02 2.9876 0 160.457 
47 87 107 7 7 0 0.02 0 0 0 
48 88 105 7 7 0 0.02 0 0 0 
49 91 101 8 8 2 0.02 0 0 64.9721 
50 91 100 8 8 4 0.02 3.97262 0 3.73584 
51 89 100 7 7 6 0.02 6 0 0.815102 
52 91 98 8 8 6 0.02 6 0 0.618334 
53 91 97 8 8 8 0.02 7.99901 0 0.559813 
54 88 98 7 7 6 0.02 6 0 2.34191 
55 88 98 7 7 7 0.02 7 0 1.81618 
56 87 97 7 7 7 0.02 7 0 3.57419 
57 90 96 8 8 7 0.02 6.99998 0 0.97607 
58 87 97 7 7 7 0.02 6.99997 0 1.18027 
59 90 97 8 8 7 0.02 7 0 1.37526 
60 86 97 7 7 7 0.02 7 0 1.56047 
61 90 97 8 8 7 0.02 7 0 2.43411 
62 90 98 8 8 8 0.02 7.99999 0 1.04657 
63 89 98 8 8 8 0.02 8 1 2.0443 
64 92 99 10 9 8 0.02 7.99999 1 0.803484 
65 92 99 10 9 9 0.02 9 1 0.858179 
66 88 100 8 8 8 0.02 7.99998 1 2.35691 
67 88 100 8 8 8 0.02 7.99999 1 0.876248 
68 87 100 8 8 8 0.02 8 2 1.24865 
69 86 100 8 8 8 0.02 8 2 1.3033 
70 86 101 8 8 8 0.02 7.99999 3 1.4068 
71 85 102 8 8 8 0.02 8 3 0.682192 
72 80 100 9 9 6 0.02 6 3 1.18821 
73 84 102 8 8 6 0.02 5.99995 4 0.714722 
