#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features, Correspondenz Pairs, Association Variance, Summed Maximal Value, Fixed Nodes, Rotation Angle#
25 0 0 0 0 0 0.02 -1 0 0 
26 0 0 0 0 0 0.02 -1 0 0 
26 0 0 0 0 0 0.02 -1 0 0 
28 0 0 0 0 0 0.02 -1 0 0 
28 0 0 0 0 0 0.02 -1 0 0 
29 0 0 0 0 0 0.02 -1 0 0 
30 0 0 0 0 0 0.02 -1 0 0 
31 0 0 0 0 0 0.02 -1 0 0 
32 0 0 0 0 0 0.02 -1 0 0 
33 0 0 0 0 0 0.02 -1 0 0 
34 0 0 0 0 0 0.02 -1 0 0 
35 0 0 0 0 0 0.02 -1 0 0 
37 107 162 7 7 0 0.02 -1 0 0 
38 113 155 7 7 5 0.02 4.85698 0 7.70534 
39 114 143 8 8 5 0.02 4.97942 0 201.538 
40 114 128 8 8 7 0.02 0 0 0 
41 113 118 8 8 3 0.02 2.01052 0 213.641 
42 111 112 8 8 7 0.02 0 0 0 
43 106 110 8 8 7 0.02 0 0 0 
44 99 108 9 9 8 0.02 0 0 0 
45 91 109 8 8 8 0.02 0 0 0 
46 90 108 8 8 4 0.02 3.4876 0 172.167 
47 87 107 7 7 7 0.02 0 0 0 
48 88 105 7 7 7 0.02 0 0 0 
49 91 101 8 8 5 0.02 2.6959 0 248.643 
50 91 100 8 8 6 0.02 5.43218 0 9.74834 
51 89 100 7 7 7 0.02 6.68548 0 35.3173 
52 91 98 8 8 8 0.02 7.21817 0 171.572 
53 91 97 8 8 7 0.02 6.35695 0 166.713 
54 88 98 7 7 6 0.02 5.98945 0 160.865 
55 88 98 7 7 6 0.02 5.99554 0 164.368 
56 87 97 7 7 7 0.02 6.77109 0 1.76676 
57 90 96 8 8 7 0.02 6.99998 0 0.97607 
58 87 97 7 7 7 0.02 6.99997 0 1.18027 
59 90 97 8 8 7 0.02 7 0 1.37526 
60 86 97 7 7 7 0.02 7 0 1.56047 
61 90 97 8 8 7 0.02 7 0 2.43411 
62 90 98 8 8 8 0.02 7.99999 0 1.04657 
63 89 98 8 8 8 0.02 8 0 2.0443 
64 92 99 10 9 8 0.02 7.99999 0 0.803484 
65 92 99 10 9 9 0.02 9 0 0.858179 
66 88 100 8 8 8 0.02 7.99998 1 2.35691 
67 88 100 8 8 8 0.02 7.99999 2 0.876248 
68 87 100 8 8 8 0.02 8 2 1.24865 
69 86 100 8 8 8 0.02 8 2 1.3033 
70 86 101 8 8 8 0.02 7.99999 2 1.4068 
71 85 102 8 8 8 0.02 8 2 0.682192 
72 80 100 9 9 7 0.02 6.73754 2 1.48008 
73 84 102 8 8 8 0.02 7.4353 2 4.19715 
74 78 101 9 9 9 0.02 8.99222 3 1.96894 
75 82 100 8 8 8 0.02 7.99991 4 1.14728 
76 76 101 9 9 8 0.02 7.99303 4 1.55847 
77 76 102 9 9 9 0.02 8.99873 6 1.38943 
78 77 106 7 7 7 0.02 6.72179 6 1.12103 
79 80 104 8 8 7 0.02 6.7283 6 1.36152 
80 82 102 9 9 8 0.02 7.79876 6 1.57397 
81 76 108 7 7 7 0.02 6.59778 6 0.268477 
82 80 108 8 8 7 0.02 7 6 1.54077 
83 81 104 9 9 8 0.02 7.34607 6 4.46758 
84 81 109 7 7 7 0.02 6.45237 6 5.74148 
85 82 115 7 7 6 0.02 5.78122 6 5.92424 
86 80 117 8 8 7 0.02 6.99998 6 2.93576 
87 80 120 8 8 8 0.02 7.99999 6 2.41925 
88 79 119 8 8 8 0.02 8 6 0.833164 
89 83 114 10 10 8 0.02 7.58572 6 0.265543 
90 78 120 8 8 8 0.02 7.59546 6 1.22905 
91 78 120 8 8 8 0.02 8 6 0.389865 
92 78 120 8 8 8 0.02 8 6 1.32299 
93 78 119 8 8 8 0.02 7.99998 6 0.711426 
94 78 116 8 8 8 0.02 7.99998 6 1.74085 
95 74 115 7 7 7 0.02 7 6 3.57397 
96 74 112 7 7 7 0.02 7 6 2.25637 
