#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features, End Contrast, End Energie#
23 0 0 0 0 10 0 
23 0 0 0 0 10 0 
24 0 0 0 0 10 0 
26 0 0 0 0 10 0 
27 0 0 0 0 10 0 
27 0 0 0 0 10 0 
29 0 0 0 0 10 0 
30 0 0 0 0 10 0 
30 0 0 0 0 10 0 
31 0 0 0 0 10 0 
32 0 0 0 0 10 0 
33 0 0 0 0 10 0 
34 0 0 0 0 10 0 
35 0 0 0 0 10 0 
36 0 0 0 0 10 0 
37 0 0 0 0 10 0 
39 436 820 5 5 10 0 
40 737 1064 8 8 10 0 
41 660 890 7 7 10 0 
42 727 989 8 8 10 0 
43 659 838 7 7 10 0 
44 749 905 8 8 10 0 
45 765 858 8 8 10 0 
46 764 822 8 8 10 0 
47 640 686 7 7 10 0 
48 631 647 7 7 10 0 
49 722 687 8 8 10 0 
50 833 767 9 9 10 0 
51 840 779 9 9 10 0 
52 841 788 9 9 10 0 
53 723 701 8 8 10 0 
54 611 617 7 7 10 0 
55 606 613 7 7 10 0 
56 701 672 8 8 10 0 
57 700 672 8 8 10 0 
58 687 656 8 8 10 0 
59 782 719 9 9 10 0 
60 585 501 7 7 10 0 
61 590 485 7 7 10 0 
62 664 508 8 8 10 0 
63 805 543 9 9 10 0 
64 596 429 7 7 10 0 
65 707 462 8 8 10 0 
66 599 398 7 7 10 0 
67 712 425 8 8 10 0 
68 710 397 8 8 10 0 
69 710 372 8 8 10 0 
70 811 397 9 9 10 0 
71 707 342 8 8 10 0 
72 711 320 8 8 10 0 
73 712 306 8 8 10 0 
74 723 268 8 8 10 0 
75 755 252 8 8 10.5 447492 
76 646 217 7 7 10.5 448104 
77 713 241 8 8 10.5 448104 
78 719 229 8 8 10.5 448104 
79 793 261 9 9 10.5 448104 
80 717 247 8 8 10.5 448104 
81 719 245 8 8 10.5 448104 
82 711 270 8 8 10.5 448104 
83 776 323 9 9 10.5 448104 
84 703 301 8 8 10.5 448104 
85 633 299 7 7 10.5 448104 
86 699 365 8 8 10.5 448104 
87 694 385 8 8 10.5 448104 
88 586 360 7 7 10.5 448104 
89 765 479 9 9 10.5 448104 
90 661 455 8 8 10.5 448104 
91 592 444 7 7 10.5 448104 
92 586 480 7 7 10.5 448104 
93 654 557 8 8 10.5 448104 
94 585 512 7 7 10.5 448104 
95 585 546 7 7 10.5 448104 
96 585 565 7 7 10.5 448104 
97 591 582 7 7 10.5 448104 
98 598 602 7 7 10.5 448104 
99 721 706 8 8 10.5 448104 
100 815 829 9 9 10.5 448104 
101 607 660 7 7 10.5 448104 
102 697 751 8 8 10.5 448104 
103 759 832 9 9 10.5 448104 
104 582 662 7 7 10.5 448104 
105 679 750 8 8 10.5 448104 
106 560 660 7 7 10.5 448104 
107 525 665 7 7 10.5 448104 
108 500 667 7 7 10.5 448104 
109 526 745 8 8 10.5 430386 
110 537 752 8 8 10.5 430386 
111 513 751 8 8 10.5 430386 
112 459 651 7 7 10.5 430386 
113 443 648 7 7 10.5 430386 
114 430 644 7 7 10.5 430386 
