#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features, End Contrast, End Energie#
23 0 0 0 0 10 0 
23 0 0 0 0 10 0 
24 0 0 0 0 10 0 
25 0 0 0 0 10 0 
27 0 0 0 0 10 0 
27 0 0 0 0 10 0 
29 0 0 0 0 10 0 
29 0 0 0 0 10 0 
31 0 0 0 0 10 0 
31 0 0 0 0 10 0 
32 0 0 0 0 10 0 
34 0 0 0 0 10 0 
34 0 0 0 0 10 0 
36 0 0 0 0 10 0 
36 0 0 0 0 10 0 
37 0 0 0 0 10 0 
39 436 820 5 5 10 0 
40 923 1344 10 10 10 0 
41 915 1291 11 10 10 0 
42 908 1250 10 10 10 0 
43 875 1221 10 10 10 0 
44 937 1148 10 10 10 0 
45 956 1090 10 10 10 0 
46 838 932 9 9 10 0 
47 943 989 10 10 10 0 
48 631 647 8 7 10 0 
49 836 791 9 9 10 0 
50 838 790 9 9 10 0 
51 734 704 8 8 10 0 
52 734 710 8 8 10 0 
53 729 723 8 8 10 0 
54 836 815 9 9 10 0 
55 827 790 9 9 10 0 
56 883 874 10 10 10 0 
57 699 672 9 8 10 0 
58 692 676 9 8 10 0 
59 851 835 11 10 10 0 
60 690 566 9 8 10 0 
61 695 545 9 8 10 0 
62 875 667 11 10 10 0 
63 768 569 10 9 10 0 
64 710 500 9 8 10 0 
65 708 460 9 8 10 0 
66 705 450 9 8 10 0 
67 711 423 9 8 10 0 
68 710 396 9 8 10 0 
69 707 371 9 8 10 0 
70 706 362 9 8 10 0 
71 706 342 9 8 10 0 
72 709 321 9 8 10 0 
73 710 305 8 8 10 0 
74 719 279 9 8 10 0 
75 721 265 8 8 10 0 
76 645 217 7 7 10 0 
77 713 240 9 8 10 0 
78 645 210 7 7 10 0 
79 719 240 8 8 10 0 
80 832 290 9 9 10 0 
81 714 256 8 8 10 0 
82 710 270 9 8 10 0 
83 703 296 9 8 10 0 
84 701 313 9 8 10 0 
85 702 342 9 8 10 0 
86 696 366 9 8 10 0 
87 693 383 9 8 10 0 
88 689 407 9 8 10 0 
89 760 505 10 9 10 0 
90 697 460 9 8 10 0 
91 591 443 8 7 10 0 
92 689 543 9 8 10 0 
93 584 497 8 7 10 0 
94 691 592 9 8 10 0 
95 861 798 11 10 10 0 
96 690 639 9 8 10 0 
97 655 676 9 8 10 0 
98 707 697 9 8 10 0 
99 790 822 10 9 10 0 
100 810 854 11 9 10 0 
101 676 768 9 8 10 0 
102 869 963 12 10 10 0 
103 754 858 10 9 10 0 
104 752 874 10 9 10 0 
105 785 853 10 9 10 0 
106 723 872 10 9 10 0 
107 680 876 10 9 10 0 
108 593 767 9 8 10 0 
109 702 966 11 10 10 0 
110 759 1061 12 11 10 0 
111 641 958 11 10 10 0 
112 586 849 10 9 10 0 
113 483 743 9 8 10 0 
114 469 737 9 8 10 0 
115 540 837 10 9 10 0 
116 445 752 9 8 10 0 
117 502 837 10 9 10 0 
118 407 734 9 8 10 0 
119 390 734 9 8 10 0 
120 378 734 8 8 10 0 
121 366 730 8 8 10 0 
