
























8 6 4 0.0614614 0.0371698 3.85132 
8 8 6 0.317694 0.102444 5.38534 
8 7 5 0.284248 0.0312614 4.84369 
8 9 4 0.285021 0.0364674 3.85413 
8 8 5 0.268145 3.25441e-006 4.99998 
8 8 0 3.40282e+037 3.40282e+037 0 
8 9 2 3.40282e+037 3.40282e+037 0 
8 8 4 0.331836 0.00487061 3.98052 
8 10 4 0.272984 0.0263521 3.89459 
8 9 5 0.333043 0.0236955 4.88969 
8 9 3 0.269778 0.05018 2.84946 
8 12 3 0.159745 0.0314014 2.9058 
9 9 7 0.0559275 0.0839049 6.41267 
9 9 6 0.0647835 0.0881695 5.47098 
9 9 9 0.29222 0.0735356 8.33818 
9 9 8 0.307832 0.0124414 7.90047 
9 10 7 0.415483 0.000448976 6.99686 
9 9 7 0.31709 0.00228789 6.98398 
9 10 7 0.259679 0.0270597 6.81058 
9 9 8 0.28967 0.0471072 7.62314 
9 10 8 0.295361 0.062939 7.49649 
9 9 7 0.292839 0.039073 6.72649 
9 8 6 0.261017 0.0153548 5.90787 
9 9 7 0.29386 0.00752802 6.9473 
9 9 9 0.0184377 2.07027e-005 8.99981 
9 9 9 0.00468103 1.32455e-008 9 
9 9 9 0.00731319 6.62274e-009 9 
9 9 9 0.296095 1.98682e-008 9 
9 10 9 0.0145832 0.0257719 8.76805 
10 9 9 0.00545701 0.0313195 8.71812 
9 9 9 0.00774112 0 9 
9 8 8 0.0140819 7.45058e-009 8 
8 9 8 0.0185066 2.23517e-007 8 
9 9 9 0.123098 7.81483e-006 8.99993 
9 9 9 0.025143 0.000490328 8.99559 
9 8 8 0.0175194 0.000210665 7.99831 
8 8 8 0.0185115 1.44765e-005 7.99988 
8 10 5 0.0165736 6.91414e-006 4.99997 
10 9 6 0.0177369 8.74201e-007 5.99999 
9 9 9 0.0193303 7.37111e-006 8.99993 
9 9 9 0.0180123 9.57648e-006 8.99991 
9 9 9 0.117902 9.41753e-006 8.99992 
9 9 9 0.103814 0.00238962 8.97849 
9 9 9 0.0405462 0.0207753 8.81302 
9 8 8 0.0145112 9.39369e-005 7.99925 
8 9 8 0.0155108 6.70552e-008 8 
9 9 9 0.123833 2.31796e-007 9 
9 8 8 0.0275136 0.00193999 7.98448 
8 8 8 0.0154863 9.25139e-005 7.99926 
8 8 8 0.0176944 3.42727e-007 8 
8 10 8 0.0169089 1.94833e-005 7.99984 
10 8 8 0.01318 7.29859e-005 7.99942 
8 8 8 0.0110332 0 8 
8 7 7 0.0101098 8.51495e-009 7 
7 8 7 0.0112643 8.51495e-009 7 
8 8 8 0.0118102 7.45058e-009 8 
8 7 7 0.0110508 1.70299e-008 7 
7 8 7 0.0108417 8.51495e-009 7 
8 6 6 0.0077738 0 6 
6 7 6 0.00805099 2.98023e-008 6 
7 8 7 0.00670696 8.51495e-009 7 
8 8 8 0.278148 0 8 
8 8 8 0.282282 0.000251293 7.99799 
8 7 7 0.129694 0.000176685 6.99876 
8 7 7 0.0144867 0.000240556 6.99832 
7 7 7 0.119424 0 7 
7 8 7 0.0157609 0.00010831 6.99924 
8 9 8 0.0180445 2.18153e-005 7.99983 
9 9 8 0.0119062 3.62992e-005 7.99971 
9 8 7 0.0146841 0 7 
8 8 8 0.0150515 3.72529e-008 8 
8 8 8 0.0216163 3.03239e-006 7.99998 
8 8 8 0.0176499 0.000247695 7.99802 
8 8 8 0.0172192 3.66345e-005 7.99971 
8 9 8 0.0168764 3.06591e-005 7.99975 
9 9 9 0.0197056 1.87026e-005 8.99983 
9 9 9 0.0228174 0.000300421 8.9973 
9 10 9 0.0259464 0.0135354 8.87818 
10 9 9 0.0213023 0.00068891 8.9938 
9 10 9 0.0122932 0.0285088 8.74342 
10 10 9 0.0132412 0.0118431 8.89341 
10 10 10 0.0191925 1.01328e-007 10 
10 9 9 0.0214438 1.19872e-005 8.99989 
9 9 9 0.0228998 0.000303785 8.99727 
9 10 9 0.022746 0.000581099 8.99477 
10 10 10 0.0132475 4.65333e-005 9.99953 
10 9 9 0.00723862 1.98682e-008 9 
9 9 9 0.0158781 6.62274e-009 9 
9 9 9 0.0222403 1.32455e-008 9 
9 10 9 0.0246851 0.000684149 8.99384 
10 9 9 0.0128 9.64271e-006 8.99991 
9 8 8 0.0168152 7.45058e-009 8 
8 12 6 0.0169478 8.54433e-005 5.99949 
12 11 9 0.015872 0.0469629 8.57733 
11 10 7 0.0178222 0.0349176 6.75558 
10 11 7 0.0156606 0.0405128 6.71641 
11 8 6 0.0199796 1.98682e-008 6 
8 9 8 0.0107437 1.21444e-006 7.99999 
9 9 9 0.0202119 6.62274e-009 9 
9 9 9 0.0219208 0.000170992 8.99846 
9 11 7 0.0193242 0.000279427 6.99804 
11 10 7 0.257324 0.0700111 6.50992 
11 11 9 0.0289022 0.0366229 8.67039 
11 10 8 0.0120144 0.0382767 7.69379 
10 9 0 3.40282e+037 3.40282e+037 0 
10 8 6 0.0116031 0.0070867 5.95748 
8 10 8 0.0130417 0 8 
10 9 9 0.0129593 0 9 
9 10 6 0.015942 0 6 
10 6 5 0.0148606 0 5 
6 8 6 0.0153676 9.93411e-009 6 
8 9 8 0.015439 1.49012e-008 8 
9 9 9 0.268525 1.00003e-005 8.99991 
9 8 8 0.0281185 0.0008469 7.99322 
8 9 5 0.0126935 3.97682e-005 4.9998 
9 8 0 3.40282e+037 3.40282e+037 0 
9 8 0 3.40282e+037 3.40282e+037 0 
9 7 3 0.0852232 0.0708264 2.78752 
9 10 7 0.0313875 0.00160284 6.98878 
10 7 5 0.139903 0.000246632 4.99877 
10 7 5 0.147613 0.0367803 4.8161 
10 7 5 0.0265284 0.000468683 4.99766 
7 10 5 0.0134274 5.74708e-005 4.99971 
10 9 5 0.0016932 2.38419e-008 5 
9 9 5 0.00593128 0 5 
9 8 8 0.0109254 1.49012e-008 8 
8 9 8 0.0119364 1.49012e-008 8 
9 8 8 0.0163037 7.45058e-009 8 
8 9 8 0.0182642 5.25042e-005 7.99958 
9 11 6 0.118953 0.0877057 5.47377 
9 8 8 0.0190713 0.000337243 7.9973 
8 9 8 0.0078744 0.0345684 7.72345 
9 9 9 0.0105777 0.00156732 8.98589 
9 8 8 0.00990529 0.021591 7.82727 
8 10 0 3.40282e+037 3.40282e+037 0 
8 7 5 0.0231419 0.0595661 4.70217 
7 9 5 0.0092548 3.45707e-006 4.99998 
9 7 5 0.00749419 0 5 
7 7 7 0.0114921 1.70299e-008 7 
7 8 7 0.00933463 8.51495e-009 7 
8 7 7 0.00502903 8.51495e-009 7 
7 7 7 0.00448231 1.70299e-008 7 
7 8 7 0.00409579 0.0254536 6.82183 
8 8 8 0.00319019 1.3262e-006 7.99999 
8 7 7 0.00416225 0.0132466 6.90727 
7 7 7 0.00649311 8.51495e-009 7 
7 7 7 0.0070669 8.51495e-009 7 
7 7 0 3.40282e+037 3.40282e+037 0 
7 9 5 0.0309672 0.00671886 4.96641 
9 8 0 3.40282e+037 3.40282e+037 0 
