#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features#
21 0 0 0 0 
22 0 0 0 0 
22 0 0 0 0 
24 0 0 0 0 
25 0 0 0 0 
25 0 0 0 0 
27 0 0 0 0 
28 0 0 0 0 
28 0 0 0 0 
30 0 0 0 0 
31 0 0 0 0 
31 0 0 0 0 
33 0 0 0 0 
34 0 0 0 0 
34 0 0 0 0 
36 0 0 0 0 
37 0 0 0 0 
37 0 0 0 0 
39 0 0 0 0 
40 0 0 0 0 
40 79.25 141.75 2 2 
42 75.4444 140.006 6 6 
43 78.8611 135.172 6 6 
44 80.8958 131.277 6 6 
45 84.8479 122.153 7 7 
46 82.4814 117.492 9 9 
47 80.0189 108.858 9 9 
48 78.6815 96.8155 8 8 
49 75.9446 92.4957 10 10 
50 78.0995 89.1623 9 9 
51 77.2556 88.054 9 9 
52 77.6439 87.9966 9 9 
53 75.9224 88.7608 10 10 
54 78.7048 88.7524 9 9 
55 78.9704 89.337 9 9 
56 79.1566 89.4497 9 9 
57 77.9071 90.4252 10 10 
58 77.8367 90.7322 10 10 
59 79.4815 89.2778 9 9 
60 82.8292 91.725 8 8 
61 83.0786 91.8345 8 8 
62 80.5642 90.3962 9 9 
63 80.5619 90.9852 9 9 
64 81.1375 93.5375 8 8 
65 79.8917 90.2333 8 8 
66 79.3008 91.9055 9 9 
67 83.4937 91.2481 9 9 
68 89.218 90.5971 9 9 
69 93.955 91.095 10 10 
70 98.2095 90.9524 10 10 
71 101.984 90.9411 10 10 
72 106.683 89.3604 9 9 
73 107.909 90.4836 11 10 
74 113.198 90.179 9 9 
75 114.068 89.7307 9 8 
76 113.378 90.0437 8 8 
77 119.621 90.3166 10 9 
78 121.14 90.994 8 8 
79 124.15 90.9958 8 8 
80 124.303 92.8325 7 7 
81 126.864 91.499 8 8 
82 132.246 91.7934 7 7 
83 132.375 91.5387 8 8 
84 133.494 92.8174 7 7 
85 132.905 92.8016 7 7 
86 132.548 92.8095 7 7 
87 132.605 93.1238 7 7 
88 128.822 92.3611 6 6 
89 128.959 92.4492 7 7 
90 124.721 92.2214 7 7 
91 117.804 91.5754 7 7 
92 112.59 89.7264 8 8 
93 108.892 90.9369 10 10 
94 100.289 89.1932 11 11 
95 96.115 90.235 10 10 
96 91.2589 87.4554 8 8 
97 90.296 86.0889 6 6 
98 85.0349 87.0873 7 7 
99 79.3762 87.0238 7 7 
100 76.3056 85.6945 6 6 
101 77.3556 83.4556 3 3 
102 64.9 87.48 5 5 
103 68.3175 84.3889 3 3 
104 0 0 1 0 
105 63.75 82.75 2 2 
105 58.75 90.25 2 2 
107 56.9444 86.9445 3 3 
108 59 96.5 2 2 
108 57 96.5 2 2 
110 57.3333 93.1667 3 3 
111 0 0 1 0 
112 52.1667 90.4167 2 2 
113 52.8333 87 3 3 
113 0 0 0 0 
115 53.1667 90.3333 2 2 
116 57.2167 90.6583 4 4 
117 61.5444 86.4556 3 3 
118 66.1667 89.5333 5 5 
119 68.0988 90.1012 8 8 
120 77.8474 90.6361 8 8 
121 82.569 91.65 8 8 
122 89.91 94.1667 10 10 
123 93.4136 93.8531 9 9 
124 88.7056 92.3444 10 10 
125 89.2887 93.833 9 9 
126 86.119 94.1452 10 10 
127 85.44 91.1167 10 10 
128 89.6784 89.15 8 8 
129 89.8938 88.2729 8 8 
130 87.6969 82.013 9 9 
131 91.1514 70.9006 9 9 
132 87.7921 66.3286 9 9 
133 90.4792 59.2833 8 8 
134 92.8435 51.3333 7 7 
135 93.1667 50.6333 5 5 
