0 0 0 54 10 7 0.7 
0 0 0 60 10 9 0.9 
0 0 0 63 10 9 0.9 
0 0 0 63 10 11 1.1 
0 0 0 63 10 9 0.9 
-0.0589902 0.412114 1.99487 65 10 10 1 
-0.0589902 0.412114 1.99487 65 10 10 1 
-0.0589902 0.412114 1.99487 60 10 11 1.1 
-0.0589902 0.412114 1.99487 60 10 11 1.1 
-0.0589902 0.412114 1.99487 54 10 10 1 
-0.0589902 0.412114 1.99487 55 10 9 0.9 
-0.0356167 0.122408 1.98758 59 10 11 1.1 
-0.0214756 0.106875 1.98936 58 10 14 1.4 
-0.0214756 0.106875 1.98936 51 10 13 1.3 
-0.00937572 0.0855031 1.99853 50 10 10 1 
-0.0189809 0.0586903 2.01248 57 10 12 1.2 
-0.024142 0.0395212 2.0028 57 10 14 1.4 
-0.0339791 0.0308316 2.00921 60 10 12 1.2 
-0.0357941 0.0201806 1.9912 58 10 10 1 
-0.0301714 0.000744762 1.98881 59 10 11 1.1 
-0.0171061 -0.0315881 1.98317 53 10 10 1 
-0.0246017 -0.0490267 1.98201 55 10 14 1.4 
-0.0260888 -0.0640857 1.98087 61 10 12 1.2 
-0.0282996 -0.0777708 1.97933 61 10 10 1 
-0.0235723 -0.0806948 1.98393 53 10 10 1 
-0.022884 -0.0752771 1.98472 54 10 11 1.1 
-0.0339047 -0.0692102 1.9842 55 10 10 1 
-0.0370067 -0.0727164 1.97985 60 10 13 1.3 
-0.0401544 -0.065704 1.98021 52 10 9 0.9 
-0.0310068 -0.0654707 1.9822 55 10 9 0.9 
-0.0370841 -0.0679046 1.98085 60 10 10 1 
-0.0286887 -0.0574896 1.97827 57 10 11 1.1 
-0.0346157 -0.0466711 1.97898 50 10 10 1 
-0.0364421 -0.0484167 1.97754 55 10 10 1 
-0.0369591 -0.0480574 1.97532 53 10 11 1.1 
-0.0288868 -0.0510707 1.9768 51 10 11 1.1 
-0.0293831 -0.0512088 1.97458 54 10 12 1.2 
-0.0446298 -0.0423495 1.96192 59 10 9 0.9 
-0.0460975 -0.0452066 1.94024 62 10 12 1.2 
-0.0460975 -0.0452066 1.94024 63 10 11 1.1 
-0.0428246 -0.0506994 1.91364 60 10 11 1.1 
-0.0427829 -0.0519448 1.90925 56 10 10 1 
-0.0413848 -0.0509935 1.9026 60 10 10 1 
-0.041117 -0.0487582 1.8919 63 10 12 1.2 
-0.0414475 -0.0475008 1.86951 63 10 9 0.9 
-0.0474196 -0.0436535 1.86751 61 10 12 1.2 
-0.0386224 -0.054102 1.86394 56 10 12 1.2 
-0.0329331 -0.0605127 1.84837 58 10 10 1 
-0.0388038 -0.0580815 1.83486 62 10 12 1.2 
-0.0370492 -0.056292 1.82646 61 10 12 1.2 
-0.0388372 -0.0611144 1.82198 60 10 10 1 
-0.0466041 -0.0547599 1.81122 60 10 12 1.2 
-0.0414491 -0.0623307 1.80253 61 10 12 1.2 
-0.0389213 -0.0640495 1.794 56 10 12 1.2 
-0.036042 -0.0662923 1.78326 61 10 10 1 
-0.0343647 -0.0646904 1.77808 58 10 10 1 
-0.0445285 -0.0609144 1.78458 64 10 10 1 
-0.0417438 -0.0650151 1.76297 60 10 12 1.2 
-0.0336391 -0.0737617 1.75803 63 10 11 1.1 
-0.0402518 -0.0685662 1.75431 58 10 9 0.9 
-0.0402518 -0.0685662 1.75431 48 10 11 1.1 
-0.0402518 -0.0685662 1.75431 55 10 11 1.1 
-0.0402518 -0.0685662 1.75431 56 10 9 0.9 
-0.0273071 -0.0674783 1.72572 60 10 10 1 
-0.0368474 -0.0561754 1.69888 57 10 9 0.9 
-0.0391832 -0.0548972 1.69007 62 10 10 1 
-0.0361453 -0.0613157 1.68392 57 10 11 1.1 
-0.0295799 -0.070301 1.67432 57 10 12 1.2 
-0.041663 -0.0636239 1.67971 59 10 9 0.9 
-0.0470962 -0.0682049 1.67352 59 10 10 1 
-0.0446626 -0.0715573 1.69135 59 10 12 1.2 
-0.0308741 -0.0828354 1.66892 64 10 14 1.4 
-0.0308741 -0.0828354 1.66892 63 10 14 1.4 
-0.0288064 -0.0880015 1.65057 60 10 10 1 
-0.0315224 -0.0847244 1.6606 63 10 9 0.9 
-0.0307809 -0.0901724 1.6473 59 10 12 1.2 
-0.0386104 -0.0850923 1.64237 55 10 14 1.4 
-0.041108 -0.0865464 1.64117 54 10 9 0.9 
-0.0340658 -0.0941228 1.62934 52 10 14 1.4 
-0.0339248 -0.097731 1.63152 46 10 12 1.2 
-0.0261595 -0.0985922 1.61563 54 10 12 1.2 
-0.0257349 -0.0999311 1.59793 54 10 8 0.8 
