#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features, Correspondenz Pairs, Association Variance, Summed Maximal Value, Fixed Nodes, Rotation Angle#
21 0 0 0 0 0 0.02 -1 0 0 
21 0 0 0 0 0 0.02 -1 0 0 
23 0 0 0 0 0 0.02 -1 0 0 
23 0 0 0 0 0 0.02 -1 0 0 
24 0 0 0 0 0 0.02 -1 0 0 
25 0 0 0 0 0 0.02 -1 0 0 
26 0 0 0 0 0 0.02 -1 0 0 
27 0 0 0 0 0 0.02 -1 0 0 
28 0 0 0 0 0 0.02 -1 0 0 
29 0 0 0 0 0 0.02 -1 0 0 
31 0 0 0 0 0 0.02 -1 0 0 
31 0 0 0 0 0 0.02 -1 0 0 
33 0 0 0 0 0 0.02 -1 0 0 
33 0 0 0 0 0 0.02 -1 0 0 
34 0 0 0 0 0 0.02 -1 0 0 
35 0 0 0 0 0 0.02 -1 0 0 
37 107 162 7 7 0 0.02 -1 0 0 
38 113 155 7 7 5 0.02 4.85698 0 7.70534 
39 114 143 8 8 5 0.02 4.97942 0 201.538 
40 114 128 8 8 0 -1 0 0 0 
41 113 118 8 8 6 0.02 5.41275 0 34.0009 
42 111 112 8 8 0 -1 0 0 0 
43 106 110 8 8 5 0.02 4.61214 0 32.6678 
44 99 108 9 9 6 0.02 5.64332 0 89.2341 
45 91 109 8 8 5 0.02 4.99993 0 17.9138 
46 90 108 8 8 6 0.02 5.98533 0 67.7666 
47 87 107 7 7 5 0.02 4.95794 0 194.477 
48 88 105 7 7 3 0.02 2.9783 0 51.5341 
49 91 101 8 8 4 0.02 3.81091 0 177.271 
50 91 100 8 8 4 0.02 3.97262 0 3.73584 
51 89 100 7 7 6 0.0143793 6 0 0.815102 
52 91 98 8 8 7 0.00607605 6.78008 0 0.739505 
53 91 97 8 8 8 0.00948132 7.99279 0 0.559813 
54 88 98 7 7 6 0.00681745 6 0 2.34191 
55 88 98 7 7 7 0.00555737 7 0 1.81618 
56 87 97 7 7 7 0.00955839 7 0 3.57419 
57 90 96 8 8 7 0.00512479 7 0 0.97607 
58 87 97 7 7 7 0.00730352 7 0 1.18027 
59 90 97 8 8 7 0.00569279 7 0 1.37526 
60 86 97 7 7 7 0.00477653 7 0 1.56047 
61 90 97 8 8 7 0.00653066 7 0 2.43411 
62 90 98 8 8 8 0.00824494 8 0 1.04657 
63 89 98 8 8 8 0.00710102 8 0 2.0443 
64 92 99 10 9 8 0.0118502 8 0 0.803484 
65 92 99 10 9 9 0.00447286 9 1 0.858179 
66 88 100 8 8 8 0.0100699 8 1 2.35691 
67 88 100 8 8 8 0.00723658 8 1 0.876248 
68 87 100 8 8 8 0.00600938 8 1 1.24865 
69 86 100 8 8 8 0.00665394 8 1 1.3033 
70 86 101 8 8 8 0.00771562 8 1 1.4068 
