#Description#
#FrameIndex, index_x, index_y, Features, Sammed Features#
21 0 0 0 0 
22 0 0 0 0 
23 0 0 0 0 
24 0 0 0 0 
25 0 0 0 0 
26 0 0 0 0 
26 0 0 0 0 
27 0 0 0 0 
29 0 0 0 0 
29 0 0 0 0 
31 0 0 0 0 
32 0 0 0 0 
32 0 0 0 0 
34 0 0 0 0 
35 84.8333 156.833 2 2 
36 84.75 152.917 2 2 
37 86.875 153 4 4 
38 81.6583 150.633 4 4 
38 78.9 152.3 4 4 
40 78.5833 149.583 4 4 
41 78.0667 144.589 6 6 
42 74.1333 141.267 6 6 
43 80.5926 134.507 9 9 
44 81.1354 129.156 8 8 
45 80.7318 125.205 9 9 
46 81.9111 119.111 9 9 
47 82.6716 114.117 9 9 
48 81.5407 112.281 9 9 
49 78.7149 105.862 9 9 
50 77.173 103.65 9 9 
51 75.4572 102.142 9 9 
52 74.6909 100.975 9 9 
53 74.8422 99.0622 9 9 
54 74.6725 98.2586 9 9 
55 74.2519 97.6259 9 9 
56 71.8883 97.4079 10 10 
57 73.5926 95.463 9 9 
58 74.1534 96.1997 9 9 
59 74.2655 96.3532 9 9 
60 74.4951 96.1938 9 9 
61 77.1326 97.4926 8 8 
62 75.2574 96.0926 9 9 
63 75.0981 96.087 9 9 
64 74.619 95.9222 9 9 
65 74.3398 95.4287 9 9 
66 71.95 95.4646 10 10 
67 75.1573 94.3167 8 8 
68 71.8926 90.1868 9 9 
69 71.9639 88.4417 9 9 
70 75.6007 81.5819 8 8 
71 77.7086 73.0136 9 9 
72 77.882 67.325 8 8 
73 79.0875 60.675 8 8 
74 78.2056 57.5444 6 6 
75 76.6857 50.9714 7 7 
76 75.25 54.875 4 4 
77 84.1667 49.3238 3 3 
78 76.1875 49.0417 4 4 
79 76.0833 48.7917 4 4 
80 73.8625 52.8125 4 4 
81 76.2333 49.4917 4 4 
82 78.9833 47.6833 5 5 
83 79.24 47.9667 5 5 
84 78.9333 48.2667 5 5 
85 76.05 50.55 4 4 
86 81.9167 49 4 4 
87 78.8333 48.0333 5 5 
88 79.2222 51.9444 3 3 
89 78.9 55.35 2 2 
90 0 0 1 0 
90 0 0 1 0 
92 0 0 1 0 
93 78.7667 56.1667 2 2 
94 78.1111 49.0278 6 6 
95 78.5 55.75 2 2 
96 0 0 1 0 
96 78.9167 55.25 2 2 
98 70.9445 55.5556 3 3 
99 0 0 1 0 
99 82.4667 49.4333 3 3 
101 77.6667 47.3667 5 5 
102 77.4444 46.9444 6 6 
102 77.3333 46.9722 6 6 
104 81.0833 48.8333 4 4 
105 78.7778 52.8889 3 3 
106 77.4306 49.5556 6 6 
107 78.0417 54.625 4 4 
108 81.4095 55.8333 5 5 
109 81.6389 57.8333 6 6 
110 77.0893 63.7083 6 6 
111 75.5762 71.2952 7 7 
112 74.6429 78.6429 7 7 
113 74.0476 85.9626 7 7 
114 75.9524 88.9286 7 7 
115 77.9361 89.6884 7 7 
116 76.4625 93.45 8 8 
117 81.2194 90.4611 6 6 
118 76.7625 91.5708 8 8 
119 79.9524 93.4238 7 7 
120 76.6271 92.15 10 10 
121 79.1125 92.4875 8 8 
122 81.5381 93.4633 10 10 
123 88.4663 92.0685 8 8 
124 93.0375 93.655 10 10 
125 99.2382 93.1617 10 10 
126 101.988 91.1403 9 9 
127 106.584 90.7978 11 11 
128 109.851 89.7222 9 9 
129 110.298 89.5468 8 8 
130 116.207 89.8856 10 10 
131 113.997 88.7714 9 9 
132 113.908 89.7235 9 9 
133 117.397 88.6757 7 7 
